gene1,gene2,avgdeg,avgbet,avgclose,avgcore,avgcons,avgecc,avgeigen_cen,avghub_score,avgneighbor1,avgneighbor2,avgneighbor3,avgneighbor4,avgneighbor5,avgneighbor6,avgtriangle,avgcommon_neighbor,comm.detect,shortest_path,cohesion,adhesion
855591,80127,12.5,16596,0,9,0.5,16.5,0,0,13.5,264.5,1805.5,6438.5,12759.5,16652.5,50.5,12.5,0,5,1,1
1500489,4160,2,0.5,0,1.5,0,9.5,0,0,3,6,869,1774.5,3091.5,6791.5,0.5,2,0,26,0,0
1264,9401,19,50504.5,0,10.5,0,15,0,0,20,689,5901,11672.5,16061,18150.5,30,19,0,26,0,0
57120,852512,29,218052,0,12,0,15.5,0,0,30,1247,5651.5,10044.5,15542,17705.5,69.5,29,0,5,6,6
50674,25555,1.5,0,0.5,1.5,0.5,8,0,0,2.5,24,616,4292.5,7423,8763.5,0.5,1.5,0,2,4,4
80007,850828,2.5,127.5,0,2.5,0,16.5,0,0,3.5,73,2943,7141,10702.5,15651,0,2.5,0,6,4,4
990,851392,12.5,6107.5,0,9.5,0,16,0,0,13.5,376.5,4503.5,9761.5,15393.5,17651.5,16,12.5,0,6,5,6
7450,56431,3,9311.5,0,3,0,16.5,0,0,4,137,2185,8832.5,14072.5,16996.5,0,3,0,4,1,2
6383,856091,11.5,11532,0,8.5,0,16,0,0,12.5,732,3784,9420.5,14661.5,17439.5,48,11.5,0,8,1,1
4661,854972,2,6,0,2,0.5,17,0,0,3,35.5,1911.5,6705,10726,15609.5,1,2,0,15,1,1
839290,345,16.5,1569.5,0,8.5,0.5,18.5,0,0,17.5,45,481.5,4044.5,7708.5,9238.5,155.5,16.5,0,6,1,1
338692,266632,2.5,7.5,0,2.5,0,16,0,0,3.5,276.5,3330,7399.5,13010.5,16522.5,1.5,2.5,0,3,20,20
19183,2542463,2,36793,0,1.5,0.5,18,0,0,3,42,949,4820.5,7790,9764,0,2,0,26,0,0
9246,388135,11,7392,0,7.5,0,16,0,0,12,352.5,4817.5,11125,15380.5,17873.5,0,11,0,7,5,5
178439,172450,1,0,0,1,1,10.5,0,0,2,13,39.5,105,197.5,336.5,0,1,0,26,0,0
816345,851860,4,107074.5,0,2,0,19,0,0,5,198.5,1241.5,2148,4167.5,8026,0.5,4,0,5,1,1
854424,14479,4,2229,0,4,0,17,0,0,5,71.5,1742,6151.5,10290,15671,5.5,4,0,7,1,1
172854,6810,15.5,20663,0.5,7,0.5,8.5,0,0,16.5,502.5,3065.5,5902.5,7988,9034.5,52.5,15.5,0,12,1,1
32877,56710,1.5,3431,0,1.5,0.5,17.5,0,0,2.5,27,248,2712,6620,10106,0,1.5,0,4,4,4
100506658,832523,13,90568,0,8.5,0,18,0,0,14,1006.5,4222.5,6504.5,8730,9962.5,10.5,13,0,9,1,1
850523,5648,1,0,0,1,1,16.5,0,0,2,47.5,1720.5,6771,11422,16251.5,0,1,0,7,3,6
2059,842777,6.5,4361.5,0.5,5,0.5,8.5,0,0,7.5,290,3281.5,5986,8041.5,9091.5,7.5,6.5,0,4,3,3
2542815,2541324,3,11865.5,0,2.5,0,18.5,0,0,4,20,108,1414.5,5330,8048,1,3,0,12,1,1
6304,2542162,14.5,21868.5,0,9.5,0,16.5,0,0,15.5,645.5,3963.5,6708,8761,9948,22,14.5,0,26,0,0
254887,12053,2,87.5,0.5,2,0.5,8.5,0,0,3,39,1098.5,4904,7470.5,8745,0,2,0,5,3,6
106389,9816,1.5,9.5,0.5,1.5,0.5,8.5,0,0,2.5,149.5,2448.5,5511,7897.5,8916.5,0,1.5,0,5,2,2
